player,birthday,year,month,yrs
Jay Miller,19/07/43,1943,july,4
Adam Morrison,19/07/84,1984,july,3
Brooks Thompson,19/07/70,1970,july,4
Steven Adams,20/07/93,1993,july,7
Ray Allen*,20/07/75,1975,july,18
Joe Arlauckas,20/07/65,1965,july,1
Goga Bitadze,20/07/99,1999,july,1
Butch Booker,20/07/45,1945,july,1
Alec Burks,20/07/91,1991,july,9
Mel Daniels*,20/07/44,1944,july,9
Mack Daughtry,20/07/46,1946,july,1
Roy Hamilton,20/07/57,1957,july,2
Ron Johnson,20/07/38,1938,july,1
Howie Jolliff,20/07/38,1938,july,3
Mike Macaluso,20/07/51,1951,july,1
Ronnie MacGilvray,20/07/30,1930,july,1
Ben McDonald,20/07/62,1962,july,4
Walt Miller,20/07/15,1915,july,1
Dwight Powell,20/07/91,1991,july,6
Casey Shaw,20/07/75,1975,july,1
Ben Simmons,20/07/96,1996,july,3
James Singleton,20/07/81,1981,july,5
Will Solomon,20/07/78,1978,july,2
Andre Spencer,20/07/64,1964,july,2
Nick Weatherspoon,20/07/50,1950,july,7
Paul Davis,21/07/84,1984,july,4
Kaniel Dickens,21/07/78,1978,july,3
Jamaal Franklin,21/07/91,1991,july,2
Dave Henderson,21/07/64,1964,july,1
Conner Henry,21/07/63,1963,july,2
Fred Hetzel,21/07/42,1942,july,6
DeAndre Jordan,21/07/88,1988,july,12
Steve Malovic,21/07/56,1956,july,1
Jerry Paulson,21/07/35,1935,july,1
Henry Pearcy,21/07/22,1922,july,1
Omari Spellman,21/07/97,1997,july,2
Jason Thompson,21/07/86,1986,july,8
Von Wafer,21/07/85,1985,july,6
Rafael Addison,22/07/64,1964,july,6
Bird Averitt,22/07/52,1952,july,5
Desmond Ferguson,22/07/77,1977,july,1
Dave Gunther,22/07/37,1937,july,1
Sam Jacobson,22/07/75,1975,july,3
Bobby Rascoe,22/07/40,1940,july,3
Alvin Robertson,22/07/62,1962,july,10
Sam Stith,22/07/37,1937,july,1
Bryan Warrick,22/07/59,1959,july,4
Slick Watts,22/07/51,1951,july,6
Deandre Ayton,23/07/98,1998,july,2
Leon Benbow,23/07/50,1950,july,2
Elden Campbell,23/07/68,1968,july,15
Antoine Carr,23/07/61,1961,july,16
Chris Clemons,23/07/97,1997,july,1
Coby Dietrick,23/07/48,1948,july,13
Bryn Forbes,23/07/93,1993,july,4
Javonte Green,23/07/93,1993,july,1
Darvin Ham,23/07/73,1973,july,8
Gary Payton*,23/07/68,1968,july,17
Brandon Roy,23/07/84,1984,july,6
Axel Toupane,23/07/92,1992,july,2
Gerald Wallace,23/07/82,1982,july,14
Micheal Williams,23/07/66,1966,july,10
Rafer Alston,24/07/76,1976,july,11
Walt Bellamy*,24/07/39,1939,july,14
Harry Boykoff,24/07/22,1922,july,2
Joe Barry Carroll,24/07/58,1958,july,10
Steve Colter,24/07/62,1962,july,8
Don Eliason,24/07/18,1918,july,1
Rick Fox,24/07/69,1969,july,13
Frank Fucarino,24/07/20,1920,july,1
Andrew Gaze,24/07/65,1965,july,2
Isaiah Hicks,24/07/94,1994,july,2
Ryan Humphrey,24/07/79,1979,july,3
Chris King,24/07/69,1969,july,3
Furkan Korkmaz,24/07/97,1997,july,3
Kyle Kuzma,24/07/95,1995,july,3
Karl Malone*,24/07/63,1963,july,19
Cotton Nash,24/07/42,1942,july,2
Chuck Noble,24/07/31,1931,july,7
Norm Richardson,24/07/79,1979,july,1
Ryan Stack,24/07/75,1975,july,2
John Stroeder,24/07/58,1958,july,2
Harry Barnes,25/07/45,1945,july,1
Jon Barry,25/07/69,1969,july,14
Ike Borsavage,25/07/24,1924,july,1
Jake Carter,25/07/24,1924,july,1
Brandon Davies,25/07/91,1991,july,2
Ed Fleming,25/07/33,1933,july,5
Gary Freeman,25/07/48,1948,july,1
Todd Fuller,25/07/74,1974,july,5
Nenad Krstić,25/07/83,1983,july,7
Tracy Murray,25/07/71,1971,july,12
Angelo Musi,25/07/18,1918,july,3
Bud Olsen,25/07/40,1940,july,8
Nolan Smith,25/07/88,1988,july,2
Kenny Thomas,25/07/77,1977,july,11
Nate Thurmond*,25/07/41,1941,july,14
Brad Wanamaker,25/07/89,1989,july,2
Skip Wise,25/07/55,1955,july,1
Gary Bradds,26/07/42,1942,july,6
Mike Davis,26/07/46,1946,july,4
Monti Davis,26/07/58,1958,july,1
Jawun Evans,26/07/96,1996,july,2
Mickell Gladness,26/07/86,1986,july,1
Dick Grubar,26/07/47,1947,july,1
Phil Hankinson,26/07/51,1951,july,2
Walt Lemon,26/07/92,1992,july,2
Willie McCarter,26/07/46,1946,july,3
Todd Mitchell,26/07/66,1966,july,1
Lucas Nogueira,26/07/92,1992,july,4
Loy Petersen,26/07/45,1945,july,2
Marial Shayok,26/07/95,1995,july,1
Joe Smith,26/07/75,1975,july,16
Earl Tatum,26/07/53,1953,july,4
Donell Taylor,26/07/82,1982,july,2
Bubba Wells,26/07/74,1974,july,1
Delonte West,26/07/83,1983,july,8
Rickie Winslow,26/07/64,1964,july,1
Danny Young,26/07/62,1962,july,10
Forest Able,27/07/32,1932,july,1
Marvin Barnes,27/07/52,1952,july,6
Phil Bond,27/07/54,1954,july,1
Mack Calvin,27/07/47,1947,july,11
DeMarre Carroll,27/07/86,1986,july,11
Gus Gerard,27/07/53,1953,july,7
Jordan Hill,27/07/87,1987,july,8
Ryan Lorthridge,27/07/72,1972,july,1
Jordan Loyd,27/07/93,1993,july,1
Ted Luckenbill,27/07/39,1939,july,2
Moochie Norris,27/07/73,1973,july,9
James Ray,27/07/57,1957,july,3
Guy Rucker,27/07/77,1977,july,1
Don Smith,27/07/20,1920,july,1
Bob Woollard,27/07/40,1940,july,1
Maurice Baker,28/07/79,1979,july,1
Howard Bayne,28/07/42,1942,july,1
Bill Bradley*,28/07/43,1943,july,10
Gerald Brown,28/07/75,1975,july,1
Troy Brown,28/07/99,1999,july,2
Doug Collins,28/07/51,1951,july,8
Ollie Darden,28/07/44,1944,july,3
Semih Erden,28/07/86,1986,july,2
Manu Ginóbili,28/07/77,1977,july,16
Willie Green,28/07/81,1981,july,12
Harry Miller,28/07/23,1923,july,1
Frank Ntilikina,28/07/98,1998,july,3
Willie Williams,28/07/46,1946,july,1
Pero Antić,29/07/82,1982,july,2
Tony Brown,29/07/60,1960,july,7
Larry Bunce,29/07/45,1945,july,2
Barney Cable,29/07/35,1935,july,6
Terry Duerod,29/07/56,1956,july,4
Arnie Ferrin,29/07/25,1925,july,3
Sonny Hertzberg,29/07/22,1922,july,5
Al Jackson,29/07/43,1943,july,1
Henry James,29/07/65,1965,july,7
Mike McGee,29/07/59,1959,july,9
Rodney McGruder,29/07/91,1991,july,4
Gene Moore,29/07/45,1945,july,7
Ronnie Murphy,29/07/64,1964,july,1
Ronald Murray,29/07/79,1979,july,8
Ansu Sesay,29/07/76,1976,july,4
Neal Walk,29/07/48,1948,july,8
Scott Wedman,29/07/52,1952,july,13
Carlos Arroyo,30/07/79,1979,july,9
Walt Budko,30/07/25,1925,july,4
Bill Cartwright,30/07/57,1957,july,15
Bo Erias,30/07/32,1932,july,1
Jim McIlvaine,30/07/72,1972,july,7
Chris Mullin*,30/07/63,1963,july,16
Billy Paultz,30/07/48,1948,july,15
Ray Wertis,30/07/23,1923,july,2
Henry Akin,31/07/44,1944,july,3
Scott Brooks,31/07/65,1965,july,10
Thomas Bryant,31/07/97,1997,july,3
Hamidou Diallo,31/07/98,1998,july,2
John Edwards,31/07/81,1981,july,2
Mike Flynn,31/07/53,1953,july,3
Mel Hirsch,31/07/21,1921,july,1
Mike Jackson,31/07/49,1949,july,4
Tony Massenburg,31/07/67,1967,july,13
Kostas Papanikolaou,31/07/90,1990,july,2
Ruben Patterson,31/07/75,1975,july,10
Derrick Phelps,31/07/72,1972,july,1
John Shasky,31/07/64,1964,july,3
Álex Abrines,01/08/93,1993,august,3
Stacey Augmon,01/08/68,1968,august,15
Jerrelle Benimon,01/08/91,1991,august,1
Mario Bennett,01/08/73,1973,august,4
Steve Bracey,01/08/50,1950,august,3
Joe Buckhalter,01/08/37,1937,august,2
Armand Cure,01/08/19,1919,august,1
Maurice McHartley,01/08/42,1942,august,3
Austin Rivers,01/08/92,1992,august,8
Jordan Sibert,01/08/92,1992,august,1
Kiki Vandeweghe,01/08/58,1958,august,13
Danny Wagner,01/08/22,1922,august,1
Cedric Ceballos,02/08/69,1969,august,11
Al Cueto,02/08/46,1946,august,2
Mike Davis,02/08/56,1956,august,1
Steve Hayes,02/08/55,1955,august,5
Greg Jackson,02/08/52,1952,august,1
Edgar Lacey,02/08/44,1944,august,1
Bob Netolicky,02/08/42,1942,august,9
Kristaps Porziņģis,02/08/95,1995,august,4
Duck Williams,02/08/56,1956,august,1
George Zídek,02/08/73,1973,august,3
Bob Carney,03/08/32,1932,august,1
Trevon Duval,03/08/98,1998,august,1
Mike Gminski,03/08/59,1959,august,14
Derek Grimm,03/08/74,1974,august,1
Bob Gross,03/08/53,1953,august,8
Marshall Hawkins,03/08/24,1924,august,1
Viktor Khryapa,03/08/82,1982,august,4
Kelan Martin,03/08/95,1995,august,1
Nate McMillan,03/08/64,1964,august,12
Naz Mitrou-Long,03/08/93,1993,august,3
Elmore Morgenthaler,03/08/22,1922,august,2
Kendrick Nunn,03/08/95,1995,august,1
Doug Overton,03/08/69,1969,august,11
Jim Reid,03/08/45,1945,august,1
Rich Rinaldi,03/08/49,1949,august,3
Joe Ruklick,03/08/38,1938,august,3
Wilson Washington,03/08/55,1955,august,2
Spider Bennett,04/08/43,1943,august,1
Mardy Collins,04/08/84,1984,august,4
Michael Holton,04/08/61,1961,august,6
Caldwell Jones,04/08/50,1950,august,17
Ron Knight,04/08/47,1947,august,2
Jerry McKee,04/08/46,1946,august,1
Miye Oni,04/08/97,1997,august,1
Mike Pratt,04/08/48,1948,august,2
Ha Seung-Jin,04/08/85,1985,august,2
Marreese Speights,04/08/87,1987,august,10
Matt Thomas,04/08/94,1994,august,1
Perry Young,04/08/63,1963,august,1
Matt Costello,05/08/93,1993,august,1
Patrick Ewing*,05/08/62,1962,august,17
Vince Hunter,05/08/94,1994,august,1
Othyus Jeffers,05/08/85,1985,august,3
Greg Kite,05/08/61,1961,august,12
Frank Mangiapane,05/08/25,1925,august,1
Chris Munk,05/08/67,1967,august,1
Laron Profit,05/08/77,1977,august,4
Greg Stokes,05/08/63,1963,august,2
Otis Thorpe,05/08/62,1962,august,17
Tom Brennan,06/08/30,1930,august,1
Fred Christ,06/08/30,1930,august,1
Darwin Cook,06/08/58,1958,august,8
Dale Ellis,06/08/60,1960,august,17
Ron Feiereisel,06/08/31,1931,august,1
Mike Green,06/08/51,1951,august,7
Daniel Orton,06/08/90,1990,august,3
David Robinson*,06/08/65,1965,august,14
Alvin Williams,06/08/74,1974,august,9
Fred Brown,07/08/48,1948,august,13
DeMar DeRozan,07/08/89,1989,august,11
Josh Grant,07/08/67,1967,august,1
Al Guokas,07/08/25,1925,august,1
Donta Hall,07/08/97,1997,august,1
Lester Hudson,07/08/84,1984,august,4
Tony Mitchell,07/08/89,1989,august,1
Clint Richardson,07/08/56,1956,august,8
John Rudd,07/08/55,1955,august,1
Gene Short,07/08/53,1953,august,1
Vassilis Spanoulis,07/08/82,1982,august,1
Alex Stepheson,07/08/87,1987,august,1
Bubba Wilson,07/08/55,1955,august,1
William Avery,08/08/79,1979,august,3
Torgeir Bryn,08/08/64,1964,august,1
Bo Ellis,08/08/54,1954,august,3
Danilo Gallinari,08/08/88,1988,august,11
Daniel Hamilton,08/08/95,1995,august,2
Bill Hewitt,08/08/44,1944,august,6
Randy Holcomb,08/08/79,1979,august,1
Scotty Hopson,08/08/89,1989,august,2
Garth Joseph,08/08/73,1973,august,1
Irv Kiffin,08/08/51,1951,august,1
Rashard Lewis,08/08/79,1979,august,16
Dwayne Morton,08/08/71,1971,august,1
Willie Norwood,08/08/47,1947,august,7
Togo Palazzi,08/08/32,1932,august,6
Cameron Payne,08/08/94,1994,august,5
Aleksandar Radojević,08/08/76,1976,august,2
Furkan Aldemir,09/08/91,1991,august,1
Joel Anthony,09/08/82,1982,august,10
Bob Cousy*,09/08/28,1928,august,14
Willie Davis,09/08/45,1945,august,1
Don Dee,09/08/43,1943,august,1
Vinny Del Negro,09/08/66,1966,august,12
Derek Fisher,09/08/74,1974,august,18
Jarvis Hayes,09/08/81,1981,august,7
Jimmy King,09/08/73,1973,august,2
Dick Knostman,09/08/31,1931,august,1
Bud Koper,09/08/42,1942,august,1
Dane Suttle,09/08/61,1961,august,2
Jack Toomay,09/08/22,1922,august,3
Ime Udoka,09/08/77,1977,august,7
Hot Rod Williams,09/08/62,1962,august,13
Don Buse,10/08/50,1950,august,13
Carlos Clark,10/08/60,1960,august,2
Josh Davis,10/08/80,1980,august,4
Bob Doll,10/08/19,1919,august,4
Andre Drummond,10/08/93,1993,august,8
Marcus Fizer,10/08/78,1978,august,6
Terrel Harris,10/08/87,1987,august,2
Red Holzman*,10/08/20,1920,august,6
Ja Morant,10/08/99,1999,august,1
Ralph Simpson,10/08/49,1949,august,10
John Starks,10/08/65,1965,august,13
Bryce Cotton,11/08/92,1992,august,2
Craig Ehlo,11/08/61,1961,august,14
Kyle Guy,11/08/97,1997,august,1
Chris Harris,11/08/33,1933,august,1
Kevin Knox,11/08/99,1999,august,2
Patty Mills,11/08/88,1988,august,11
Mike O'Neill,11/08/28,1928,august,1
John Rennicke,11/08/29,1929,august,1
Ennis Whatley,11/08/62,1962,august,10
Rafael Araújo,12/08/80,1980,august,3
Ed Biedenbach,12/08/45,1945,august,1
Dewayne Dedmon,12/08/89,1989,august,7
Gerald Fitch,12/08/82,1982,august,1
Bob Harrison,12/08/27,1927,august,9
Roy Hurley,12/08/22,1922,august,1
George McGinnis*,12/08/50,1950,august,11
Khris Middleton,12/08/91,1991,august,8
Elijah Millsap,12/08/87,1987,august,3
Lamar Patterson,12/08/91,1991,august,2
Jack Rocker,12/08/22,1922,august,1
Antoine Walker,12/08/76,1976,august,12
Cornell Warner,12/08/48,1948,august,7
Keith Benson,13/08/88,1988,august,1
Ed Burton,13/08/39,1939,august,2
Geno Carlisle,13/08/76,1976,august,1
DeMarcus Cousins,13/08/90,1990,august,9
Chuck Gilmur,13/08/22,1922,august,5
Gary Gregor,13/08/45,1945,august,6
Dave Jamerson,13/08/67,1967,august,3
Ed Kasid,13/08/23,1923,august,1
Justus Thigpen,13/08/47,1947,august,3
Okaro White,13/08/92,1992,august,3
Chucky Atkins,14/08/74,1974,august,11
Earl Barron,14/08/81,1981,august,8
Frank Brickowski,14/08/59,1959,august,12
Joe Cooke,14/08/48,1948,august,1
Richie Frahm,14/08/77,1977,august,4
Gorham Getchell,14/08/20,1920,august,1
Reggie Hearn,14/08/91,1991,august,1
Magic Johnson*,14/08/59,1959,august,13
Mfiondu Kabengele,14/08/97,1997,august,1
Yante Maten,14/08/96,1996,august,1
Ed O'Bannon,14/08/72,1972,august,2
Fred Roberts,14/08/60,1960,august,13
Mike Williams,14/08/63,1963,august,1
John Arthurs,15/08/47,1947,august,1
Bruce Brown,15/08/96,1996,august,2
Kenny Carr,15/08/55,1955,august,10
Darrell Elston,15/08/52,1952,august,2
Bruno Fernando,15/08/98,1998,august,1
Chuck Grigsby,15/08/28,1928,august,1
David Harrison,15/08/82,1982,august,4
Mervin Jackson,15/08/46,1946,august,5
Boban Marjanović,15/08/88,1988,august,5
Ed Stanczak,15/08/21,1921,august,2
Stephen Vacendak,15/08/44,1944,august,3
Bob Wilkerson,15/08/54,1954,august,7
James Donaldson,16/08/57,1957,august,14
Sonny Dove,16/08/45,1945,august,5
Eddie Gill,16/08/78,1978,august,7
Dale Hamilton,16/08/19,1919,august,1
Carl Henry,16/08/60,1960,august,1
Les Hunter,16/08/42,1942,august,7
Ken Keller,16/08/22,1922,august,1
George King,16/08/28,1928,august,6
Bill Martin,16/08/62,1962,august,3
Mike Morrison,16/08/67,1967,august,1
Paul Stovall,16/08/48,1948,august,2
Charlie Tyra,16/08/35,1935,august,5
Rashad Vaughn,16/08/96,1996,august,3
Rory White,16/08/59,1959,august,5
James Young,16/08/95,1995,august,4
Michael Brooks,17/08/58,1958,august,6
Dee Brown,17/08/84,1984,august,2
Cleveland Buckner,17/08/38,1938,august,2
Bobby Cattage,17/08/58,1958,august,2
Dallas Comegys,17/08/64,1964,august,2
Larry Comley,17/08/39,1939,august,1
Carrick Felix,17/08/90,1990,august,1
Rudy Gay,17/08/86,1986,august,14
Archie Goodwin,17/08/94,1994,august,4
Jim Kissane,17/08/46,1946,august,1
Christian Laettner,17/08/69,1969,august,13
Tahjere McCall,17/08/94,1994,august,1
Paul Noel,17/08/24,1924,august,5
Kenny Sears,17/08/33,1933,august,8
Tyrus Thomas,17/08/86,1986,august,8
Isaac Austin,18/08/69,1969,august,9
John Barr,18/08/18,1918,august,1
Bogdan Bogdanović,18/08/92,1992,august,3
Willie Cauley-Stein,18/08/93,1993,august,5
Bob Elliott,18/08/55,1955,august,3
Rickey Green,18/08/54,1954,august,14
Jay Guidinger,18/08/69,1969,august,2
Mike James,18/08/90,1990,august,1
Jim Les,18/08/63,1963,august,7
Fat Lever,18/08/60,1960,august,11
Brian Martin,18/08/62,1962,august,1
Mustafa Shakur,18/08/84,1984,august,2
Alen Smailagić,18/08/00,2000,august,1
Henry Turner,18/08/66,1966,august,2
Kenny Walker,18/08/64,1964,august,7
Stew Johnson,19/08/44,1944,august,9
Kendall Marshall,19/08/91,1991,august,4
Mel McCants,19/08/67,1967,august,1
Jason Miskiri,19/08/75,1975,august,1
Ricky Pierce,19/08/59,1959,august,16
Roy Rogers,19/08/73,1973,august,3
James Webb,19/08/93,1993,august,1
Derrick Alston,20/08/72,1972,august,3
Jerryd Bayless,20/08/88,1988,august,11
Melvin Booker,20/08/72,1972,august,2
Rickey Brown,20/08/58,1958,august,5
Quinn Buckner,20/08/54,1954,august,10
Ray Epps,20/08/56,1956,august,1
Ricky Grace,20/08/67,1967,august,1
Si Green,20/08/33,1933,august,9
John Hargis,20/08/20,1920,august,2
Cory Joseph,20/08/91,1991,august,9
Bobby Smith,20/08/37,1937,august,2
Terry Thomas,20/08/53,1953,august,1
Willie White,20/08/62,1962,august,2
Bill Bolger,21/08/31,1931,august,1
Wilt Chamberlain*,21/08/36,1936,august,14
Bryce Dejean-Jones,21/08/92,1992,august,1
Andreas Glyniadakis,21/08/81,1981,august,1
Adonis Jordan,21/08/70,1970,august,2
Elton McGriff,21/08/42,1942,august,2
Jodie Meeks,21/08/87,1987,august,10
Reggie Smith,21/08/70,1970,august,2
Walt Szczerbiak,21/08/49,1949,august,1
Emanuel Terry,21/08/96,1996,august,1
Dwayne Whitfield,21/08/72,1972,august,1
Andray Blatche,22/08/86,1986,august,9
Terry Catledge,22/08/63,1963,august,8
Michael Curry,22/08/68,1968,august,11
Jarrett Durham,22/08/49,1949,august,1
Obinna Ekezie,22/08/75,1975,august,4
Rick Hughes,22/08/73,1973,august,1
Harold Kottman,22/08/22,1922,august,1
Howie Montgomery,22/08/40,1940,august,1
Charles Smith,22/08/75,1975,august,5
Tom Boerwinkle,23/08/45,1945,august,10
Allan Bristow,23/08/51,1951,august,10
Ryan Broekhoff,23/08/90,1990,august,2
Kobe Bryant*,23/08/78,1978,august,20
Darren Collison,23/08/87,1987,august,10
Seth Curry,23/08/90,1990,august,6
Pat Garrity,23/08/76,1976,august,10
Goo Kennedy,23/08/49,1949,august,6
Jeremy Lin,23/08/88,1988,august,9
Sean Marks,23/08/75,1975,august,11
Mal McMullen,23/08/27,1927,august,2
Guy Morgan,23/08/60,1960,august,1
Jusuf Nurkić,23/08/94,1994,august,6
Rik Smits,23/08/66,1966,august,12
P.J. Washington,23/08/98,1998,august,1
Bob Anderegg,24/08/37,1937,august,1
Evers Burns,24/08/71,1971,august,1
Tyler Ennis,24/08/94,1994,august,4
Will Frazier,24/08/42,1942,august,3
Wes Matthews,24/08/59,1959,august,9
Kelly McCarty,24/08/75,1975,august,1
Reggie Miller*,24/08/65,1965,august,18
Bob Nash,24/08/50,1950,august,5
Fran O'Hanlon,24/08/48,1948,august,1
Michael Redd,24/08/79,1979,august,12
Doug Roth,24/08/67,1967,august,1
Ansley Truitt,24/08/50,1950,august,1
Charlie Villanueva,24/08/84,1984,august,11
Noah Vonleh,24/08/95,1995,august,6
Tony Dawson,25/08/67,1967,august,2
Tony Dumas,25/08/72,1972,august,4
Dee Gibson,25/08/23,1923,august,1
Robert Hahn,25/08/25,1925,august,1
Robert Horry,25/08/70,1970,august,16
Mo Howard,25/08/54,1954,august,1
Damon Jones,25/08/76,1976,august,11
Kevin Jones,25/08/89,1989,august,1
Viacheslav Kravtsov,25/08/87,1987,august,2
Caris LeVert,25/08/94,1994,august,4
Andre McCarter,25/08/53,1953,august,3
Isaac Walthour,25/08/30,1930,august,1
Walker Banks,26/08/47,1947,august,1
Lorenzo Brown,26/08/90,1990,august,5
Bill Bunting,26/08/47,1947,august,3
Kelvin Cato,26/08/74,1974,august,10
Leon Douglas,26/08/54,1954,august,7
Sherell Ford,26/08/72,1972,august,1
Dennis Grey,26/08/47,1947,august,2
James Harden,26/08/89,1989,august,11
Donnell Harvey,26/08/80,1980,august,5
Tom Heinsohn*,26/08/34,1934,august,9
A.W. Holt,26/08/46,1946,august,1
Harvey Marlatt,26/08/48,1948,august,3
Morris Peterson,26/08/77,1977,august,11
Naz Reid,26/08/99,1999,august,1
Bob Riedy,26/08/45,1945,august,1
Shea Seals,26/08/75,1975,august,1
Aleksandar Đorđević,26/08/67,1967,august,1
Ernie Barrett,27/08/29,1929,august,2
Emanual Davis,27/08/68,1968,august,6
Andre Emmett,27/08/82,1982,august,2
Don Grate,27/08/23,1923,august,1
A.J. Hammons,27/08/92,1992,august,1
Kevin Huerter,27/08/98,1998,august,2
Trey McKinney-Jones,27/08/90,1990,august,1
Otto Moore,27/08/46,1946,august,9
Dave Piontek,27/08/34,1934,august,7
Marshall Rogers,27/08/53,1953,august,1
Lynn Shackelford,27/08/47,1947,august,1
Reggie Slater,27/08/70,1970,august,8
Bismack Biyombo,28/08/92,1992,august,9
Matt Carroll,28/08/80,1980,august,10
Terry Driscoll,28/08/47,1947,august,5
Jeff Green,28/08/86,1986,august,12
John Long,28/08/56,1956,august,14
Bob Tough,28/08/20,1920,august,2
Dave Britton,29/08/58,1958,august,1
Carlos Delfino,29/08/82,1982,august,8
Yakhouba Diawara,29/08/82,1982,august,4
Harold Fox,29/08/49,1949,august,1
Devean George,29/08/77,1977,august,11
Greg Grant,29/08/66,1966,august,6
Dick Hemric,29/08/33,1933,august,2
Darnell Hillman,29/08/49,1949,august,9
Warren Jabali,29/08/46,1946,august,7
Pierre Jackson,29/08/91,1991,august,1
Press Maravich,29/08/15,1915,august,1
Rodney McCray,29/08/61,1961,august,10
Will Perdue,29/08/65,1965,august,13
Jim Walsh,29/08/30,1930,august,1
David West,29/08/80,1980,august,15
Skippy Whitaker,29/08/30,1930,august,1
Dwayne Bacon,30/08/95,1995,august,3
Mikal Bridges,30/08/96,1996,august,2
George Bruns,30/08/46,1946,august,1
David Bustion,30/08/49,1949,august,1
Victor Claver,30/08/88,1988,august,3
Melvin Frazier,30/08/96,1996,august,2
Glen Gondrezick,30/08/55,1955,august,6
Bruce Hale,30/08/18,1918,august,3
Justin Harper,30/08/89,1989,august,3
DaQuan Jeffries,30/08/97,1997,august,1
Trey Johnson,30/08/84,1984,august,3
Bill Keller,30/08/47,1947,august,7
Ted McClain,30/08/46,1946,august,8
Bill Meyer,30/08/43,1943,august,1
Tim Ohlbrecht,30/08/88,1988,august,1
Robert Parish*,30/08/53,1953,august,21
Robert Reid,30/08/55,1955,august,13
Bernard Thompson,30/08/62,1962,august,5
Victor Alexander,31/08/69,1969,august,5
Johnny Austin,31/08/44,1944,august,2
Lionel Billingy,31/08/52,1952,august,1
Wayman Britt,31/08/52,1952,august,1
Jalen Brunson,31/08/96,1996,august,2
Ron Carter,31/08/56,1956,august,2
Chris Duhon,31/08/82,1982,august,9
Roy Ebron,31/08/51,1951,august,1
Reggie Geary,31/08/73,1973,august,2
McCoy Ingram,31/08/31,1931,august,1
Mickey Johnson,31/08/52,1952,august,12
Priest Lauderdale,31/08/73,1973,august,2
Hank Lefkowitz,31/08/23,1923,august,1
Howard Porter,31/08/48,1948,august,7
James Robinson,31/08/70,1970,august,7
Mike Smrek,31/08/62,1962,august,7
Lou Tsioropoulos,31/08/30,1930,august,3
Duane Washington,31/08/64,1964,august,2
D.J. White,31/08/86,1986,august,6
Joe Cooper,01/09/57,1957,september,3
Jeff Cross,01/09/61,1961,september,1
Ryan Gomes,01/09/82,1982,september,8
Tim Hardaway,01/09/66,1966,september,13
Vinnie Johnson,01/09/56,1956,september,13
Hutch Jones,01/09/59,1959,september,2
Saul Mariaschin,01/09/24,1924,september,1
Cuttino Mobley,01/09/75,1975,september,11
Josh Okogie,01/09/98,1998,september,2
Miles Plumlee,01/09/88,1988,september,7
Cam Reddish,01/09/99,1999,september,1
Guy Rodgers*,01/09/35,1935,september,12
Jim Seminoff,01/09/22,1922,september,4
Erv Staggs,01/09/48,1948,september,1
Dallas Thornton,01/09/46,1946,september,2
Nickeil Alexander-Walker,02/09/98,1998,september,1
Tiny Archibald*,02/09/48,1948,september,13
Esteban Batista,02/09/83,1983,september,2
Donnie Boyce,02/09/73,1973,september,2
Harvey Catchings,02/09/51,1951,september,11
Richard Coffey,02/09/65,1965,september,1
Ed Conlin,02/09/33,1933,september,7
Jesse Dark,02/09/51,1951,september,1
Bob Faught,02/09/21,1921,september,1
Dusty Hannahs,02/09/93,1993,september,2
Brandon Ingram,02/09/97,1997,september,4
Roger Jorgensen,02/09/20,1920,september,1
Jason Lawson,02/09/74,1974,september,1
Sam Mitchell,02/09/63,1963,september,13
Marcus Morris,02/09/89,1989,september,9
Markieff Morris,02/09/89,1989,september,9
Red Owens,02/09/25,1925,september,2
Gene Rhodes,02/09/27,1927,september,1
John Thompson*,02/09/41,1941,september,2
Earl Cureton,03/09/57,1957,september,12
Chris Gatling,03/09/67,1967,september,11
Brian Heaney,03/09/46,1946,september,1
Walt Kirk,03/09/24,1924,september,3
Sean Lampley,03/09/79,1979,september,2
George Lynch,03/09/70,1970,september,12
Bob Naber,03/09/29,1929,september,1
Paul Nolen,03/09/29,1929,september,1
Steve Scheffler,03/09/67,1967,september,7
Ed Stokes,03/09/71,1971,september,1
Damon Stoudamire,03/09/73,1973,september,13
Ralph Wells,03/09/40,1940,september,1
Chris Wilcox,03/09/82,1982,september,11
Kennard Winchester,03/09/66,1966,september,3
Don Ackerman,04/09/30,1930,september,1
Kevin Burleson,04/09/79,1979,september,1
Lloyd Daniels,04/09/67,1967,september,5
Tony Fuller,04/09/58,1958,september,1
J.J. Hickson,04/09/88,1988,september,8
Demetris Nichols,04/09/84,1984,september,2
Kevin Stacom,04/09/51,1951,september,6
Roger Strickland,04/09/40,1940,september,1
Ben Warley,04/09/36,1936,september,8
Jacob Wiley,04/09/94,1994,september,1
Mike Barrett,05/09/43,1943,september,3
Russell Cross,05/09/61,1961,september,1
Justin Dentmon,05/09/85,1985,september,2
Julius Keye,05/09/46,1946,september,6
Nazr Mohammed,05/09/77,1977,september,18
Ken Norman,05/09/64,1964,september,10
Dennis Scott,05/09/68,1968,september,10
Lance Stephenson,05/09/90,1990,september,9
Floyd Theard,05/09/44,1944,september,1
T.J. Warren,05/09/93,1993,september,6
Charles Williams,05/09/43,1943,september,6
Joby Wright,05/09/50,1950,september,3
Ron Boone,06/09/46,1946,september,13
Ben Goldfaden,06/09/13,1913,september,1
Anthony Goldwire,06/09/71,1971,september,8
Greg Griffin,06/09/52,1952,september,1
Joe Harris,06/09/91,1991,september,6
Shane Heal,06/09/70,1970,september,2
